age,gender,income,days_as_member,total_completed,total_viewed,total_received,percent_completed,total_spent,avg_spent,num_transactions,completed_bogo,num_bogos,bogo_percent_completed,completed_discount,num_discounts,discount_percent_completed
0.4457831325301205,0.5,0.9111111111111111,0.20625342841470104,0.16666666666666666,0.0,0.3333333333333333,0.0,0.047871249277362325,0.05654524505893822,0.08333333333333333,0.25,0.1111111111111111,0.45454545454545453,0.0,0.0,0.0
0.6867469879518072,0.5,0.7777777777777778,0.24300603400987383,0.5,0.6666666666666666,0.6666666666666666,0.75,0.09900602353467727,0.050081665210620276,0.19444444444444442,0.75,0.5,0.2727272727272727,0.0,0.0,0.0
0.6024096385542169,0.0,0.4444444444444444,0.04991771804717499,0.3333333333333333,0.5,0.6666666666666666,0.5,0.03588634230336484,0.04230553339832787,0.08333333333333333,0.25,0.16666666666666666,0.2727272727272727,0.5,0.29411764705882354,0.4
0.5662650602409639,0.0,0.25555555555555554,0.09160724081184861,0.8333333333333333,1.0,1.0,0.8333333333333334,0.02264575524184274,0.026573901740080945,0.08333333333333333,0.5,0.611111111111111,0.10743801652892561,0.5,0.3529411764705882,0.3333333333333333
0.4819277108433735,0.0,0.23333333333333328,0.14097641250685683,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.009709763845116211,0.00832003899672073,0.1111111111111111,0.0,0.0,0.10743801652892561,0.5,0.29411764705882354,0.4
0.5180722891566265,0.5,0.30000000000000004,0.17443773998902906,0.5,0.8333333333333333,0.8333333333333333,0.6,0.05317991657808527,0.03126015539602351,0.16666666666666666,0.75,0.5,0.2727272727272727,0.25,0.11764705882352941,0.5
0.0963855421686747,0.0,0.1777777777777778,0.8908392759188152,0.16666666666666666,0.16666666666666666,1.0,0.1666666666666666,0.0349476903567499,0.010991999226511322,0.3055555555555555,0.25,0.1111111111111111,0.45454545454545453,0.5,0.3529411764705882,0.3333333333333333
0.5301204819277109,0.5,0.4555555555555556,0.4914975315414153,0.6666666666666666,0.8333333333333333,1.0,0.6666666666666666,0.09961521486426843,0.04405133829655233,0.2222222222222222,0.0,0.0,0.45454545454545453,0.75,0.8823529411764706,0.2
0.37349397590361444,0.0,0.24444444444444446,0.7410861217772902,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.08958220664018551,0.03514628694102239,0.25,0.25,0.16666666666666666,0.2727272727272727,0.25,0.058823529411764705,1.0
0.4698795180722891,0.0,0.1333333333333333,0.11354909489851893,0.3333333333333333,0.16666666666666666,0.8333333333333333,0.4,0.011873014688970528,0.006721025731927089,0.16666666666666666,0.25,0.16666666666666666,0.2727272727272727,0.5,0.23529411764705882,0.5
